"Metabolite","Coef_RA_HC","PValue_RA_HC","CI_Lower_RA_HC","CI_Upper_RA_HC","Coef_RA_atRisk","PValue_RA_atRisk","CI_Lower_RA_atRisk","CI_Upper_RA_atRisk","Coef_HC_atRisk","PValue_HC_atRisk","CI_Lower_HC_atRisk","CI_Upper_HC_atRisk","RA_HC.color_ra","PRA_HC.color_ra","RA_PRA.color_ra"
"Transfer of Acetyl Groups into Mitochondria",-0.270167187223582,1.54789935908718e-09,-0.355495894890146,-0.184838479557019,0.00355698653092416,0.951269368009337,-0.110941312823635,0.118055285885483,0.274072828890807,5.39229254757392e-06,0.159286117186515,0.388859540595099,"negative","negative","no"
"Trifunctional Protein Deficiency",-0.260250967640514,7.50457059709329e-08,-0.353129164783101,-0.167372770497926,-0.114634139474432,0.0846374134099985,-0.245037541285108,0.0157692623362431,0.133049977884619,0.0586362249135896,-0.00491991325843341,0.271019869027671,"negative","no","no"
"Triosephosphate Isomerase Deficiency",-0.322437452082974,4.86640495717262e-15,-0.399349208157584,-0.245525696008363,-0.206144570569706,5.70348620161305e-05,-0.305341674427692,-0.10694746671172,0.12967222169281,0.0198934774576622,0.020803844492265,0.238540598893355,"negative","no","negative"
"Trisalicylate-Choline Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"tRNA Charging: Alanine",0.106654484605026,0.0338347818101553,0.00819955159399498,0.205109417616057,0.022560070569406,0.747351323455978,-0.115196245933506,0.160316387072318,-0.0919669030542341,0.208206463994179,-0.23573242982588,0.0517986237174121,"no","no","no"
"tRNA Charging: Arginine",0.244521378227028,1.27775162344761e-06,0.147164553121418,0.341878203332638,0.0627417532875445,0.371310939302881,-0.0752098336525087,0.200693340227598,-0.198857799550826,0.00706729003928127,-0.342728247072296,-0.0549873520293567,"positive","positive","no"
"tRNA Charging: Asparagine",-0.553955579332881,5.66746081807283e-26,-0.647999892916763,-0.459911265748998,-0.492852807494922,2.52879874135406e-13,-0.61860692088725,-0.367098694102595,0.0565594682996378,0.419512945015001,-0.081492325009169,0.194611261608445,"negative","no","negative"
"tRNA Charging: Cysteine",-0.308489586228318,1.90111864376894e-08,-0.413606247519652,-0.203372924936984,-0.158504146549525,0.0307876015951787,-0.302228305572705,-0.0147799875263439,0.179688018540259,0.0143220583829662,0.0364031207111501,0.322972916369368,"negative","no","no"
"tRNA Charging: Glutamine",-0.527070167361823,1.40380738286222e-23,-0.622203755962403,-0.431936578761243,-0.404775468182194,1.84210175839504e-09,-0.532677669601066,-0.276873266763321,0.124991572581722,0.0928380934774573,-0.0210232869386233,0.271006432102067,"negative","no","negative"
"tRNA Charging: Glycine",0.0152415720610084,0.76710664035641,-0.0859380331000598,0.116421177222077,-0.0392152758182515,0.590274505356533,-0.182450278037518,0.104019726401015,-0.0660566431461038,0.383837325239062,-0.215491182146173,0.0833778958539653,"no","no","no"
"tRNA Charging: Histidine",0.0110823729229688,0.83032855898277,-0.0906028150156432,0.112767560861581,-0.0294626583298436,0.680065259775006,-0.169989838978919,0.111064522319232,-0.0438986643045446,0.560051550768955,-0.19240216678608,0.10460483817699,"no","no","no"
"tRNA Charging: Isoleucine",0.0673122478521856,0.183106808327138,-0.0319590698544498,0.166583565558821,-0.0924126994193544,0.179558418840811,-0.227632817462643,0.0428074186239341,-0.168388993863593,0.0213283476740202,-0.311402440758158,-0.0253755469690284,"no","no","no"
"tRNA Charging: Leucine",0.0270309041029274,0.600814144136699,-0.074522231696187,0.128584039902042,-0.0450872854519918,0.530127432488636,-0.186312159930519,0.0961375890265356,-0.0836963234861429,0.265672963504117,-0.231712369154837,0.0643197221825514,"no","no","no"
"tRNA Charging: Lysine",-0.0117633710310912,0.821032427172601,-0.11400107860079,0.0904743365386071,-0.0496149426317945,0.493514762073964,-0.192093275952167,0.0928633906885782,-0.0373114909722676,0.616520587363506,-0.184214900923351,0.109591918978816,"no","no","no"
"tRNA Charging: Methionine",0.0155319597934661,0.760859777986607,-0.0848002667338919,0.115864186320824,0.300313613965944,2.44899637126672e-05,0.162684711548861,0.437942516383027,0.276054314836152,0.000217159046895748,0.132142673995861,0.419965955676442,"no","negative","positive"
"tRNA Charging: Phenylalanine",0.160514022396161,0.00152876956659462,0.0617521139251741,0.259275930867147,0.0392265623959627,0.577499422218814,-0.0992621619345014,0.177715286726427,-0.127337920030894,0.0876621999866976,-0.273697986420238,0.0190221463584495,"positive","no","no"
"tRNA Charging: Proline",0.0151707205910555,0.784163659857397,-0.0937261145998757,0.124067555781987,-0.079080242388597,0.302971297944922,-0.229950755683376,0.0717902709061816,-0.107459848103737,0.192659455617349,-0.269709351906905,0.05478965569943,"no","no","no"
"tRNA Charging: Serine",0.0608559878025677,0.238449205584589,-0.0405264890937806,0.162238464698916,-0.0168994577225496,0.815484123583913,-0.159355108432141,0.125556192987042,-0.0923236116723368,0.215248609369904,-0.238900411233595,0.054253187888921,"no","no","no"
"tRNA Charging: Threonine",0.000648904560823175,0.989981483867878,-0.100959448929009,0.102257258050656,-0.0263756939990848,0.713824598518029,-0.167843839889019,0.115092451890849,-0.0409446876690014,0.586688886347412,-0.189434395785959,0.107545020447956,"no","no","no"
"tRNA Charging: Tryptophan",-0.0142393935315413,0.779320204469339,-0.114149834244968,0.0856710471818858,-0.121197511898136,0.0896213031037425,-0.261271951825448,0.018876928029176,-0.112790141346194,0.129411523155057,-0.258945033134825,0.0333647504424378,"no","no","no"
"tRNA Charging: Tyrosine",0.0102083054096761,0.844970427110159,-0.0924344577081737,0.112851068527526,-0.060332541449515,0.411259471644853,-0.204683127159407,0.0840180442603774,-0.077499276263982,0.306169718785075,-0.226629708935855,0.0716311564078913,"no","no","no"
"tRNA Charging: Valine",0.0258004095154744,0.609193303225191,-0.0734070158613901,0.125007834892339,-0.0666057004732147,0.342121231212603,-0.204412410850244,0.071201009903815,-0.0980854592240217,0.19827379542695,-0.248064014252712,0.0518930958046691,"no","no","no"
"Troleandomycin Action Pathway",0.0379418523974174,0.399639373459472,-0.0505776912499954,0.12646139604483,0.0233849172869274,0.6919460037447,-0.0927036637565922,0.139473498330447,-0.00642654147940126,0.916475191715935,-0.12729755061411,0.114444467655308,"no","no","no"
"Tryptophan Metabolism",-0.21542260789999,3.90943826185299e-10,-0.280939328066756,-0.149905887733224,-0.175586039810246,8.4673231269133e-05,-0.262161170206744,-0.0890109094137471,0.0581962368931863,0.244669391706003,-0.0402535815012365,0.156646055287609,"negative","no","negative"
"Tyrosine Hydroxylase Deficiency",-0.313260932996422,1.28668602260984e-11,-0.400826730536599,-0.225695135456245,-0.201137375430878,0.000991510873093534,-0.320050019381108,-0.082224731480647,0.144884943754593,0.00379831091903905,0.0475175812835581,0.242252306225627,"negative","negative","negative"
"Tyrosine Metabolism",-0.285219146429297,7.36240681116153e-15,-0.353757427075244,-0.21668086578335,-0.130518382453477,0.00611281204880486,-0.223493782072385,-0.0375429828345685,0.169822622198391,3.26080998186047e-05,0.0914898335889484,0.248155410807834,"negative","negative","negative"
"Tyrosinemia Type 2 ",-0.179723732147256,1.57376631271482e-06,-0.251924543126425,-0.107522921168086,-0.0467694440393272,0.34307620767557,-0.143727061120371,0.0501881730417166,0.14013742463604,0.00307389875530277,0.0481135260941903,0.232161323177889,"negative","negative","no"
"Tyrosinemia Type 3 ",-0.179723732147256,1.57376631271482e-06,-0.251924543126425,-0.107522921168086,-0.0467694440393272,0.34307620767557,-0.143727061120371,0.0501881730417166,0.14013742463604,0.00307389875530277,0.0481135260941903,0.232161323177889,"negative","negative","no"
"Tyrosinemia Type I",-0.285219146429297,7.36240681116153e-15,-0.353757427075244,-0.21668086578335,-0.130518382453477,0.00611281204880486,-0.223493782072385,-0.0375429828345685,0.169822622198391,3.26080998186047e-05,0.0914898335889484,0.248155410807834,"negative","negative","negative"
"Tyrosinemia, Transient, of the Newborn",-0.285219146429297,7.36240681116153e-15,-0.353757427075244,-0.21668086578335,-0.130518382453477,0.00611281204880486,-0.223493782072385,-0.0375429828345685,0.169822622198391,3.26080998186047e-05,0.0914898335889484,0.248155410807834,"negative","negative","negative"
"UMP Synthase Deficiency ",-0.201664344141794,6.41701068234481e-09,-0.268076385489351,-0.135252302794238,-0.238361677290802,4.67245188355955e-08,-0.321743906122532,-0.154979448459072,-0.0443083534282575,0.39930874938211,-0.147880580722982,0.0592638738664673,"negative","no","negative"
"Urea Cycle",-0.316417379674907,2.90531115557552e-26,-0.369755893553278,-0.263078865796536,-0.0583177485425949,0.141909714864677,-0.136267370240607,0.0196318731554168,0.264280168738924,1.22602393536328e-13,0.200276295732321,0.328284041745527,"negative","negative","no"
"Valdecoxib Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Valine, Leucine, and Isoleucine Degradation",-0.104100102330896,0.000762683786319331,-0.164341717131031,-0.0438584875307608,-0.378495237059221,6.60472045941383e-19,-0.456073327036159,-0.300917147082283,-0.259692122278587,2.15320838909141e-10,-0.335025785675201,-0.184358458881973,"negative","positive","negative"
"Valproic Acid Metabolism Pathway",-0.33675748741244,3.44954600578848e-09,-0.445612416494801,-0.227902558330079,-0.196965461012049,0.0081241059862772,-0.342371630210014,-0.0515592918140835,0.109183051850509,0.184701102404112,-0.0527101410643766,0.271076244765395,"negative","no","negative"
"Very-Long-Chain Acyl-CoA Dehydrogenase Deficiency ",-0.260250967640514,7.50457059709329e-08,-0.353129164783101,-0.167372770497926,-0.114634139474432,0.0846374134099985,-0.245037541285108,0.0157692623362431,0.133049977884619,0.0586362249135896,-0.00491991325843341,0.271019869027671,"negative","no","no"
"Warburg Effect",-0.393367266696649,1.86099840597723e-25,-0.461007653485649,-0.325726879907648,-0.24948837437226,3.95059645415763e-08,-0.336263366095349,-0.162713382649171,0.153920603343454,0.00151886676232516,0.0597693108399235,0.248071895846984,"negative","negative","negative"
"Wolman Disease",-0.101688764312773,0.0671024834392152,-0.210584534620688,0.00720700599514161,-0.431615372740534,4.60113050867341e-09,-0.57173754441306,-0.291493201068008,-0.334498919388994,3.70512363997637e-05,-0.489950563467366,-0.179047275310622,"no","positive","negative"
"Xanthine Dehydrogenase Deficiency ",-0.130841335635706,2.92634742973236e-05,-0.191515952695189,-0.0701667185762232,0.144435423375742,0.000520220830621071,0.0634991948410271,0.225371651910456,0.28689745724388,1.36208314014634e-10,0.204707987185374,0.369086927302386,"negative","negative","positive"
"Xanthinuria Type I",-0.130841335635706,2.92634742973236e-05,-0.191515952695189,-0.0701667185762232,0.144435423375742,0.000520220830621071,0.0634991948410271,0.225371651910456,0.28689745724388,1.36208314014634e-10,0.204707987185374,0.369086927302386,"negative","negative","positive"
"Xanthinuria Type II",-0.130841335635706,2.92634742973236e-05,-0.191515952695189,-0.0701667185762232,0.144435423375742,0.000520220830621071,0.0634991948410271,0.225371651910456,0.28689745724388,1.36208314014634e-10,0.204707987185374,0.369086927302386,"negative","negative","positive"
"Zellweger Syndrome",-0.0257011874331866,0.528309666312633,-0.105811487724279,0.0544091128579052,-0.26505616258889,1.91071379741981e-06,-0.372163915222406,-0.157948409955375,-0.261852025477759,9.48410873788671e-06,-0.3747062507031,-0.148997800252418,"no","positive","negative"
"Zoledronate Action Pathway",-0.101688764312773,0.0671024834392152,-0.210584534620688,0.00720700599514161,-0.431615372740534,4.60113050867341e-09,-0.57173754441306,-0.291493201068008,-0.334498919388994,3.70512363997637e-05,-0.489950563467366,-0.179047275310622,"no","positive","negative"
